item_id,item_name,item_type,item_use,item_inv,item_dup,item_desc,prefab
7423,붉은색 리본 진주 블라우스,7,2,TRUE,999999,붉은색 리본 진주 블라우스,Lock
7424,하늘색 리본 진주 블라우스,7,2,TRUE,999999,하늘색 리본 진주 블라우스,Lock
7425,노랑색 리본 진주 블라우스,7,2,TRUE,999999,노랑색 리본 진주 블라우스,Lock
7426,하늘색 트레이닝 점퍼,7,2,TRUE,999999,하늘색 트레이닝 점퍼,Lock
7427,붉은색 트레이닝 점퍼,7,2,TRUE,999999,붉은색 트레이닝 점퍼,Lock
7428,보라색 트레이닝 점퍼,7,2,TRUE,999999,보라색 트레이닝 점퍼,Lock
7429,노랑색 트레이닝 점퍼,7,2,TRUE,999999,노랑색 트레이닝 점퍼,Lock
7430,초록색 트레이닝 점퍼,7,2,TRUE,999999,초록색 트레이닝 점퍼,Lock
7431,회색 크라밧 베스트,7,2,TRUE,999999,회색 크라밧 베스트,Lock
7432,검정색 크라밧 베스트,7,2,TRUE,999999,검정색 크라밧 베스트,Lock
7433,붉은색 크라밧 베스트,7,2,TRUE,999999,붉은색 크라밧 베스트,Lock
7434,초록색 크라밧 베스트,7,2,TRUE,999999,초록색 크라밧 베스트,Lock
7435,파랑색 크라밧 베스트,7,2,TRUE,999999,파랑색 크라밧 베스트,Lock
7436,검정색 롱베스트 셔츠,7,2,TRUE,999999,검정색 롱베스트 셔츠,Lock
7437,붉은색 롱베스트 셔츠,7,2,TRUE,999999,붉은색 롱베스트 셔츠,Lock
7438,갈색 롱베스트 셔츠,7,2,TRUE,999999,갈색 롱베스트 셔츠,Lock
7439,연두색 롱베스트 셔츠,7,2,TRUE,999999,연두색 롱베스트 셔츠,Lock
7440,파랑색 롱베스트 셔츠,7,2,TRUE,999999,파랑색 롱베스트 셔츠,Lock
7441,검정색 퍼카라 재킷,7,2,TRUE,999999,검정색 퍼카라 재킷,Lock
7442,붉은색 퍼카라 재킷,7,2,TRUE,999999,붉은색 퍼카라 재킷,Lock
7443,흰색 퍼카라 재킷,7,2,TRUE,999999,흰색 퍼카라 재킷,Lock
7444,청색 퍼카라 재킷,7,2,TRUE,999999,청색 퍼카라 재킷,Lock
7445,하늘색 퍼카라 재킷,7,2,TRUE,999999,하늘색 퍼카라 재킷,Lock
7446,파랑색 마린 룩 상의,7,2,TRUE,999999,파랑색 마린 룩 상의,Lock
7447,검정색 마린 룩 상의,7,2,TRUE,999999,검정색 마린 룩 상의,Lock
7448,흰색 마린 룩 상의,7,2,TRUE,999999,흰색 마린 룩 상의,Lock
7449,붉은색 마린 룩 상의,7,2,TRUE,999999,붉은색 마린 룩 상의,Lock
7450,갈색 마린 룩 상의,7,2,TRUE,999999,갈색 마린 룩 상의,Lock
7501,하늘색 핫팬츠,8,2,TRUE,999999,하늘색 핫팬츠,Lock
7502,검정색 핫팬츠,8,2,TRUE,999999,검정색 핫팬츠,Lock
7503,핑크색 핫팬츠,8,2,TRUE,999999,핑크색 핫팬츠,Lock
7504,청색 핫팬츠,8,2,TRUE,999999,청색 핫팬츠,Lock
7505,흰색 핫팬츠,8,2,TRUE,999999,흰색 핫팬츠,Lock
7506,검정색 플리츠 스커트,8,2,TRUE,999999,검정색 플리츠 스커트,Lock
7507,붉은색 플리츠 스커트,8,2,TRUE,999999,붉은색 플리츠 스커트,Lock
7508,흰색 플리츠 스커트,8,2,TRUE,999999,흰색 플리츠 스커트,Lock
7509,연두색 플리츠 스커트,8,2,TRUE,999999,연두색 플리츠 스커트,Lock
7510,파랑색 플리츠 스커트,8,2,TRUE,999999,파랑색 플리츠 스커트,Lock
7511,검정색 플레어 스커트,8,2,TRUE,999999,검정색 플레어 스커트,Lock
7512,붉은색 플레어 스커트,8,2,TRUE,999999,붉은색 플레어 스커트,Lock
7513,흰색 플레어 스커트,8,2,TRUE,999999,흰색 플레어 스커트,Lock
7514,청록색 플레어 스커트,8,2,TRUE,999999,청록색 플레어 스커트,Lock
7515,핑크색 플레어 스커트,8,2,TRUE,999999,핑크색 플레어 스커트,Lock
7516,붉은색 카프리 팬츠,8,2,TRUE,999999,붉은색 카프리 팬츠,Lock
7517,검정색 카프리 팬츠,8,2,TRUE,999999,검정색 카프리 팬츠,Lock
7518,갈색 카프리 팬츠,8,2,TRUE,999999,갈색 카프리 팬츠,Lock
7519,파랑색 카프리 팬츠,8,2,TRUE,999999,파랑색 카프리 팬츠,Lock
7520,흰색 카프리 팬츠,8,2,TRUE,999999,흰색 카프리 팬츠,Lock
7521,검정색 나비 스커트,8,2,TRUE,999999,검정색 나비 스커트,Lock
7522,흰색 나비 스커트,8,2,TRUE,999999,흰색 나비 스커트,Lock
7523,붉은색 나비 스커트,8,2,TRUE,999999,붉은색 나비 스커트,Lock
7524,파랑색 나비 스커트,8,2,TRUE,999999,파랑색 나비 스커트,Lock
7525,갈색 나비 스커트,8,2,TRUE,999999,갈색 나비 스커트,Lock
7526,파랑색 트레이닝 반바지,8,2,TRUE,999999,파랑색 트레이닝 반바지,Lock
7527,검정색 트레이닝 반바지,8,2,TRUE,999999,검정색 트레이닝 반바지,Lock
7528,붉은색 트레이닝 반바지,8,2,TRUE,999999,붉은색 트레이닝 반바지,Lock
7529,흰색 트레이닝 반바지,8,2,TRUE,999999,흰색 트레이닝 반바지,Lock
7530,노랑색 트레이닝 반바지,8,2,TRUE,999999,노랑색 트레이닝 반바지,Lock
7531,청색 정장 바지,8,2,TRUE,999999,청색 정장 바지,Lock
7532,흰색 정장 바지,8,2,TRUE,999999,흰색 정장 바지,Lock
7533,붉은색 정장 바지,8,2,TRUE,999999,붉은색 정장 바지,Lock
7534,회색 정장 바지,8,2,TRUE,999999,회색 정장 바지,Lock
7535,파랑색 정장 바지,8,2,TRUE,999999,파랑색 정장 바지,Lock
7536,청색 데님 바지,8,2,TRUE,999999,청색 데님 바지,Lock
7537,갈색 데님 바지,8,2,TRUE,999999,갈색 데님 바지,Lock
7538,흰색 데님 바지,8,2,TRUE,999999,흰색 데님 바지,Lock
7539,붉은색 데님 바지,8,2,TRUE,999999,붉은색 데님 바지,Lock
7540,하늘색 데님 바지,8,2,TRUE,999999,하늘색 데님 바지,Lock
7541,검정색 스키니 팬츠,8,2,TRUE,999999,검정색 스키니 팬츠,Lock
7542,청색 스키니 팬츠,8,2,TRUE,999999,청색 스키니 팬츠,Lock
7543,흰색 스키니 팬츠,8,2,TRUE,999999,흰색 스키니 팬츠,Lock
7544,붉은색 스키니 팬츠,8,2,TRUE,999999,붉은색 스키니 팬츠,Lock
7545,노랑색 스키니 팬츠,8,2,TRUE,999999,노랑색 스키니 팬츠,Lock
7546,흰색 마린 룩 하의,8,2,TRUE,999999,흰색 마린 룩 하의,Lock
7547,검정색 마린 룩 하의,8,2,TRUE,999999,검정색 마린 룩 하의,Lock
7548,파랑색 마린 룩 하의,8,2,TRUE,999999,파랑색 마린 룩 하의,Lock
7549,붉은색 마린 룩 하의,8,2,TRUE,999999,붉은색 마린 룩 하의,Lock
7550,갈색 마린 룩 하의,8,2,TRUE,999999,갈색 마린 룩 하의,Lock
7601,갈색 워커 부츠,9,2,TRUE,999999,갈색 워커 부츠,Lock
7602,보라색 워커 부츠,9,2,TRUE,999999,보라색 워커 부츠,Lock
7603,붉은색 워커 부츠,9,2,TRUE,999999,붉은색 워커 부츠,Lock
7604,흰색 워커 부츠,9,2,TRUE,999999,흰색 워커 부츠,Lock
7605,하늘색 워커 부츠,9,2,TRUE,999999,하늘색 워커 부츠,Lock
7606,검정색 댄서 슈즈,9,2,TRUE,999999,검정색 댄서 슈즈,Lock
7607,붉은색 댄서 슈즈,9,2,TRUE,999999,붉은색 댄서 슈즈,Lock
7608,노랑색 댄서 슈즈,9,2,TRUE,999999,노랑색 댄서 슈즈,Lock
7609,초록색 댄서 슈즈,9,2,TRUE,999999,초록색 댄서 슈즈,Lock
7610,파랑색 댄서 슈즈,9,2,TRUE,999999,파랑색 댄서 슈즈,Lock
7611,갈색 통굽 미들 부츠,9,2,TRUE,999999,갈색 통굽 미들 부츠,Lock
7612,검정색 통굽 미들 부츠,9,2,TRUE,999999,검정색 통굽 미들 부츠,Lock
7613,붉은색 통굽 미들 부츠,9,2,TRUE,999999,붉은색 통굽 미들 부츠,Lock
7614,초록색 통굽 미들 부츠,9,2,TRUE,999999,초록색 통굽 미들 부츠,Lock
7615,하늘색 통굽 미들 부츠,9,2,TRUE,999999,하늘색 통굽 미들 부츠,Lock
7616,갈색 털 장식 부츠,9,2,TRUE,999999,갈색 털 장식 부츠,Lock
7617,흰색 털 장식 부츠,9,2,TRUE,999999,흰색 털 장식 부츠,Lock
7618,하늘색 털 장식 부츠,9,2,TRUE,999999,하늘색 털 장식 부츠,Lock
7619,검정색 털 장식 부츠,9,2,TRUE,999999,검정색 털 장식 부츠,Lock
7620,붉은색 털 장식 부츠,9,2,TRUE,999999,붉은색 털 장식 부츠,Lock
7621,핑크색 하이힐 펌프스,9,2,TRUE,999999,핑크색 하이힐 펌프스,Lock
7622,보라색 하이힐 펌프스,9,2,TRUE,999999,보라색 하이힐 펌프스,Lock
7623,주황색 하이힐 펌프스,9,2,TRUE,999999,주황색 하이힐 펌프스,Lock
7624,청록색 하이힐 펌프스,9,2,TRUE,999999,청록색 하이힐 펌프스,Lock
7625,하늘색 하이힐 펌프스,9,2,TRUE,999999,하늘색 하이힐 펌프스,Lock
7626,파랑색 스니커즈,9,2,TRUE,999999,파랑색 스니커즈,Lock
7627,붉은색 스니커즈,9,2,TRUE,999999,붉은색 스니커즈,Lock
7628,노랑색 스니커즈,9,2,TRUE,999999,노랑색 스니커즈,Lock
7629,초록색 스니커즈,9,2,TRUE,999999,초록색 스니커즈,Lock
7630,흰색 스니커즈,9,2,TRUE,999999,흰색 스니커즈,Lock
7631,보라색 발목 부츠,9,2,TRUE,999999,보라색 발목 부츠,Lock
7632,붉은색 발목 부츠,9,2,TRUE,999999,붉은색 발목 부츠,Lock
7633,파랑색 발목 부츠,9,2,TRUE,999999,파랑색 발목 부츠,Lock
7634,갈색 발목 부츠,9,2,TRUE,999999,갈색 발목 부츠,Lock
7635,흰색 발목 부츠,9,2,TRUE,999999,흰색 발목 부츠,Lock
7636,갈색 로퍼,9,2,TRUE,999999,갈색 로퍼,Lock
7637,붉은색 로퍼,9,2,TRUE,999999,붉은색 로퍼,Lock
7638,노랑색 로퍼,9,2,TRUE,999999,노랑색 로퍼,Lock
7639,초록색 로퍼,9,2,TRUE,999999,초록색 로퍼,Lock
7640,청색 로퍼,9,2,TRUE,999999,청색 로퍼,Lock
7641,검정색 털 장식 부츠,9,2,TRUE,999999,검정색 털 장식 부츠,Lock
7642,붉은색 털 장식 부츠,9,2,TRUE,999999,붉은색 털 장식 부츠,Lock
7643,노랑색 털 장식 부츠,9,2,TRUE,999999,노랑색 털 장식 부츠,Lock
7644,파랑색 털 장식 부츠,9,2,TRUE,999999,파랑색 털 장식 부츠,Lock
7645,흰색 털 장식 부츠,9,2,TRUE,999999,흰색 털 장식 부츠,Lock
7646,갈색 마린 룩 신발,9,2,TRUE,999999,갈색 마린 룩 신발,Lock
7647,붉은색 마린 룩 신발,9,2,TRUE,999999,붉은색 마린 룩 신발,Lock
7648,파랑색 마린 룩 신발,9,2,TRUE,999999,파랑색 마린 룩 신발,Lock
7649,흰색 마린 룩 신발,9,2,TRUE,999999,흰색 마린 룩 신발,Lock
7650,노랑색 마린 룩 신발,9,2,TRUE,999999,노랑색 마린 룩 신발,Lock
7701,하나의 애착인형,10,2,TRUE,1,하나의 애착인형 플레이어 아이콘,HanaDoll
7801,스윗드림 하나,4,2,TRUE,1,하나의 꿈이 담긴 포토카드,HanaPhotoCard
7702,다크푸,10,2,TRUE,1,세라가 마주친 악마 플레이어 아이콘,Lock
7802,스윗드림 세라,4,2,TRUE,1,세라의 꿈이 담긴 포토카드,Lock
